field,value,source_doi,source_pdf,char_span
ionization_method,inductively coupled plasma (ICP),10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[10364, 10396]"
sample_type,Anions and cations,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[10246, 10264]"
facility,"University of New South Wales (UNSW), Sydney",10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[10286, 10330]"
instrument,DOC-LABOR LC-OCD size-exclusion chromatography system,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[11127, 11180]"
software_tools,ChromCALC,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[11831, 11840]"
instrument,FT-ICR MS,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[12609, 12618]"
ionization_method,negative mode (-) electrospray ionisation (ESI),10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[12769, 12816]"
sample_type,Extracts,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[12682, 12690]"
facility,"National Magnetic Field Laboratory, Tallahassee, USA",10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[12707, 12759]"
instrument,FT-ICR MS,10.1016/j.gca.2020.01.022,10_1016_j_gca_2020_01_022.pdf,"[14155, 14164]"
sample_type,surface soil samples,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[1496, 1516]"
instrument,Canadian Light Source spherical grating monochromator (SGM) beamline,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[3629, 3700]"
sample_type,bulk soil organic carbon,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[3500, 3524]"
sample_type,bulk soils,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[4019, 4029]"
software_tools,Fityk,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[4843, 4848]"
software_tools,Athena,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[4871, 4877]"
sample_type,Soil WEOM,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[5928, 5937]"
instrument,21 T FT-ICR mass spectrometer,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[6769, 6798]"
facility,National High Magnetic Field Laboratory,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[6806, 6845]"
software_tools,PetroOrg ©,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[7056, 7066]"
software_tools,R package 'vegan',10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[10926, 10945]"
dataset_accession,https://doi.org/10.17605/OSF.IO/CS96B,10.1016/j.gca.2025.08.041,10_1016_j_gca_2025_08_041.pdf,"[12656, 12693]"
instrument,ThermoScientific LTQ-XL LIT,10.1016/j.ijms.2015.12.005,10_1016_j_ijms_2015_12_005.pdf,"[157, 173]"
ionization_method,ESI,10.1016/j.ijms.2015.12.005,10_1016_j_ijms_2015_12_005.pdf,"[243, 246]"
instrument,FT-ICR mass spectrometer,10.1016/j.ijms.2015.12.005,10_1016_j_ijms_2015_12_005.pdf,"[4313, 4337]"
sample_type,UO2(NO3)2 · (H2O)6 in H2O and acetone,10.1016/j.ijms.2015.12.005,10_1016_j_ijms_2015_12_005.pdf,"[4476, 4513]"
ionization_method,Bayard-Alpert ionization gauge,10.1016/j.ijms.2015.12.005,10_1016_j_ijms_2015_12_005.pdf,"[5889, 5919]"
instrument,Waters Acquity UPLC M-Class System,10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[1687, 1721]"
ionization_method,ESI,10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[1600, 1603]"
instrument,custom-built 21 T FTICR,10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[2614, 2637]"
ionization_method,electrospray ionization (ESI),10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[2666, 2695]"
instrument,Velos Pro linear ion trap,10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[2966, 2991]"
ionization_method,electron transfer dissociation (ETD) or collision-induced dissociation (CID),10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[2882, 2958]"
software_tools,parameters were set in Xtract,10.1016/j.ijms.2017.11.012,10_1016_j_ijms_2017_11_012.pdf,"[4497, 4516]"
sample_type,"Guayule whole shrub, guayule bagasse, and guayule resin",10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[46, 101]"
facility,"Bridgestone Biorubber Process Research Center (Mesa, AZ)",10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[182, 238]"
instrument,FreeZone 12 L console tray dryer,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[1977, 2009]"
instrument,Spectrum Two FTIR spectrophotometer,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[3229, 3264]"
instrument,"GC-MS system (7890A, Agilent Technologies)",10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[4073, 4101]"
ionization_method,EI,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[4507, 4509]"
sample_type,Terpene composition,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[4019, 4038]"
instrument,9.4 T FT-ICR mass spectrometer,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[5272, 5302]"
ionization_method,positive-ion atmospheric pressure photoionization (APPI),10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[4985, 5055]"
sample_type,Guayule resin,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[4781, 4794]"
facility,National High Magnetic Field Laboratory,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[5310, 5349]"
ionization_method,dopant-assisted photoionization,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[5755, 5786]"
software_tools,PetroOrg,10.1016/j.indcrop.2020.112311,10_1016_j_indcrop_2020_112311.pdf,"[6706, 6714]"
instrument,9.4 tesla,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[501, 510]"
ionization_method,Positive-ion APPI FT-ICR MS,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[470, 497]"
sample_type,HTL products,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[4800, 4812]"
facility,Midwest Microlabs,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[6350, 6367]"
instrument,TOC analyzer (Shimadzu),10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[6654, 6691]"
instrument,X-ray powder diffractometer,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[9876, 9903]"
sample_type,catalyst crystallinity,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[9779, 9801]"
instrument,Quantachrome Autosorb iQ adsorption/chemisorption system,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[11220, 11276]"
instrument,Quantachrome Autosorb iQ TPX,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[12791, 12819]"
sample_type,catalyst,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[12894, 12902]"
software_tools,Magicplot,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[12602, 12611]"
instrument,LECO GC 3 GC,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[13390, 13402]"
sample_type,Biocrude samples dissolved in toluene,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[13510, 13547]"
instrument,LECO Pegasus GC 3 GC-HRT,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[14442, 14466]"
instrument,custom-built FT-ICR mass spectrometer,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[15930, 15967]"
ionization_method,atmospheric pressure photoionization (APPI),10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[15802, 15845]"
ionization_method,APPI,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[16292, 16296]"
instrument,custom-built FT-ICR mass spectrometer,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[17013, 17050]"
ionization_method,Positive ions generated at atmospheric pressure enter the skimmer region through a heated metal capillary,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[17337, 17454]"
sample_type,All samples,10.1016/j.isci.2022.104916,10_1016_j_isci_2022_104916.pdf,"[16980, 16991]"
sample_type,HeLa cells,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[443, 453]"
sample_type,"'Rasless' MEFs expressing KRAS4A WT, KRAS4B WT, or KRAS4B G13D",10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[624, 688]"
instrument,QE-HF mass spectrometer,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[2628, 2651]"
instrument,Q-Exactive HF BioPharma,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[2880, 2903]"
sample_type,Immunopuri fi ed RAS proteins,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[2693, 2722]"
ionization_method,high-energy collisional dissociation,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[5146, 5182]"
sample_type,Fragment ion (MS2) spectra,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[4528, 4554]"
instrument,21 T FT-ICR mass spectrometer,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[5727, 5757]"
sample_type,Immunopuri fi ed KRAS proteoforms,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[5545, 5578]"
ionization_method,electrospray ionization,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[6739, 6762]"
instrument,modi fi ed Velos Pro linear ion trap assembly,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[7338, 7383]"
software_tools,Xcalibur QualBrowser,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[8256, 8276]"
software_tools,ProSight Lite 1.4,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[8307, 8324]"
software_tools,ProSight PD 4.0,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[8367, 8382]"
software_tools,TDValidator 1.0,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[8416, 8431]"
software_tools,GDC Data Transfer Tool Client v1.6.1,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[9930, 9959]"
sample_type,"Variants in KRAS, NRAS, and HRAS",10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[9977, 10011]"
software_tools,Integrative Genomics Viewer (version 2.9.4),10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[10167, 10209]"
instrument,Zeiss Axio Observer 7 confocal microscope,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[14266, 14307]"
sample_type,HeLa cells on poly-L-lysine -treated coverslips in 12-well dishes,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[13995, 14060]"
software_tools,Fiji ImageJ using the Plot Pro fi les function,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[14664, 14710]"
instrument,Dionex UltiMate 3000 Rapid Separation nanoLC,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[15288, 15332]"
instrument,Q Exactive HF Hybrid Quadrupole-Orbitrap Mass Spectrometer,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[15339, 15397]"
sample_type,"IP fl ow-through fractions, elution fractions preserved in acetone, and IP beads in sample buffer",10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[14952, 15049]"
software_tools,Mascot search engine (Matrix Science; version 2.8.0),10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[16001, 16053]"
facility,National High Magnetic Field Laboratory,10.1016/j.jbc.2022.102768,10_1016_j_jbc_2022_102768.pdf,"[17187, 17226]"
sample_type,bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[8545, 8552]"
sample_type,bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[10521, 10528]"
sample_type,hemicellulose,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[20567, 20580]"
sample_type,bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[21571, 21578]"
sample_type,bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[23004, 23011]"
instrument,fluidized bed reactor,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[23207, 23228]"
sample_type,microalgae Dunaliella tertiolecta,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[26397, 26430]"
sample_type,lipids content of various microalgae with different biochemical compositions,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[26569, 26645]"
sample_type,proteins and carbohydrates also present in the feedstocks,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[26746, 26803]"
sample_type,microalgae Nannochloropsis sp.,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[27079, 27109]"
sample_type,bio-oil compounds,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[37417, 37434]"
instrument,packed columns or trayed towers,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[37271, 37302]"
ionization_method,atmospheric pressure photoionization,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[39557, 39593]"
sample_type,pine oil and its solubility cuts,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[39825, 39857]"
instrument,APPI 9.4 Tesla FT-ICR MS,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[40671, 40695]"
sample_type,pinewood-based oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[40582, 40600]"
sample_type,rice husk whole bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[49681, 49704]"
sample_type,pine oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[49996, 50004]"
sample_type,bio-oils,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[50191, 50199]"
sample_type,fast pyrolysis vapours,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[68440, 68462]"
instrument,quenching column,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[68468, 68484]"
sample_type,algae,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[76264, 76269]"
sample_type,microalgae Dunaliella tertiolecta cake,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[76511, 76549]"
sample_type,Nannochloropsis sp.,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[76963, 76982]"
sample_type,Bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[80981, 80988]"
sample_type,Walnut Shells,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[84791, 84804]"
sample_type,bio-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[86237, 86244]"
instrument,FTICR MS,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[86103, 86111]"
sample_type,pyrolysis oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[96240, 96253]"
sample_type,bio-oils,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[97691, 97699]"
sample_type,pyrolysis-oil,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[98466, 98479]"
sample_type,chemicals from lignin,10.1016/j.jece.2021.106255,10_1016_j_jece_2021_106255.pdf,"[99265, 99286]"
sample_type,Leachate samples,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[54, 70]"
sample_type,raw landfill leachates,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[904, 928]"
instrument,Hach DR6000 UV Vis spectrophotometer,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[2075, 2111]"
sample_type,organic fractions isolated from raw landfill leachates,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[1980, 2034]"
instrument,Nicolet IS50 FT-IR spectrophotometer,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[2757, 2793]"
ionization_method,Negative-ion electrospray ionization,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[4397, 4433]"
sample_type,leachate organic matter fractionation method,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[4288, 4335]"
instrument,custom-built hybrid linear ion trap FT-ICR mass spectrometer,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[5087, 5147]"
ionization_method,-ESI (negative-ion electrospray ionization),10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[4969, 5067]"
sample_type,"dissolved organic species in impacted leachates, dissolved compounds",10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[4558, 4630]"
facility,National High Magnetic Field Laboratory,10.1016/j.jenvman.2023.119719,10_1016_j_jenvman_2023_119719.pdf,"[5235, 5274]"
sample_type,Crude oil,10.1016/j.jhazmat.2014.08.059,10_1016_j_jhazmat_2014_08_059.pdf,"[20, 29]"
ionization_method,negative ESI,10.1016/j.jhazmat.2014.08.059,10_1016_j_jhazmat_2014_08_059.pdf,"[1556, 1568]"
sample_type,aqueous samples,10.1016/j.jhazmat.2014.08.059,10_1016_j_jhazmat_2014_08_059.pdf,"[1221, 1236]"
instrument,Agilent 7890 A Gas Chromatograph,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[5080, 5112]"
ionization_method,Flame Ionization Detector (GC-FID),10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[5113, 5147]"
sample_type,collected water,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[4684, 4699]"
software_tools,drEEM toolbox v. 5.0,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[8941, 8961]"
instrument,custom-built Fourier transform ion cyclotron resonance mass spectrometer,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[10842, 10914]"
ionization_method,negative-ion electrospray ionization (ESI),10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[10784, 10826]"
sample_type,petroleum-derived DOM extracts,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[10571, 10592]"
facility,"National High Magnetic Field Laboratory, Florida State University",10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[10982, 11024]"
ionization_method,ESI,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[12036, 12039]"
instrument,Illumina MiSeq,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[14701, 14715]"
sample_type,16 S rRNA gene sequences,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[14757, 14781]"
software_tools,QIIME2 (v.2019.1),10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[14958, 14975]"
sample_type,amplicon sequence variants (ASVs),10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15302, 15338]"
software_tools,q-score-joined,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15208, 15222]"
software_tools,q2-deblur,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15242, 15251]"
software_tools,MAFFT,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15452, 15457]"
software_tools,FasTtree2,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15524, 15533]"
software_tools,QIIME2,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15589, 15595]"
software_tools,q2-feature-classify-sklearn plugin,10.1016/j.jhazmat.2021.127598,10_1016_j_jhazmat_2021_127598.pdf,"[15633, 15667]"
sample_type,Crude oil,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[59, 69]"
ionization_method,FT-ICR MS,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[5943, 5952]"
sample_type,Non-volatile dissolved organic carbon (NVDOC),10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[8410, 8455]"
instrument,9.4 tesla Fourier transform ion cyclotron resonance mass spectrometer,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[10737, 10811]"
sample_type,all samples,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[10851, 10863]"
instrument,FT-ICR MS,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[11164, 11173]"
software_tools,EnviroOrg,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[11440, 11449]"
ionization_method,(-) ESI,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[12018, 12025]"
sample_type,compounds in crude oil that fluoresce,10.1016/j.jhazmat.2023.132558,10_1016_j_jhazmat_2023_132558.pdf,"[12910, 12947]"
sample_type,Patient whole blood samples,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[39, 66]"
ionization_method,ESI,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[2555, 2558]"
ionization_method,ESI,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[3367, 3370]"
ionization_method,ESI,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[3765, 3768]"
software_tools,Xcalibur,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[3696, 3704]"
instrument,Thermo Fisher Scientific,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[4940, 4964]"
software_tools,Xcalibur 3.0,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[5062, 5074]"
ionization_method,PTR-PIP MS1,10.1016/j.jmsacl.2023.01.004,10_1016_j_jmsacl_2023_01_004.pdf,"[5539, 5550]"
facility,our lab,10.1016/j.marpolbul.2016.01.012,10_1016_j_marpolbul_2016_01_012.pdf,"[2097, 2104]"
sample_type,Water-soluble organic species,10.1016/j.marpolbul.2016.01.012,10_1016_j_marpolbul_2016_01_012.pdf,"[3507, 3536]"
instrument,9.4 T FT-ICR mass spectrometer,10.1016/j.marpolbul.2016.01.012,10_1016_j_marpolbul_2016_01_012.pdf,"[4141, 4171]"
sample_type,Whole MC252 and surrogate crude oil and derived acidic and basic water-soluble organics (WSO),10.1016/j.marpolbul.2016.01.012,10_1016_j_marpolbul_2016_01_012.pdf,"[4173, 4266]"
software_tools,modular ICR data station (Predator),10.1016/j.marpolbul.2016.01.012,10_1016_j_marpolbul_2016_01_012.pdf,"[4469, 4504]"
